State_Business_ID,Entity_Type,Industry_Sector,NAICS_Code,Business_Status,City,County,State,Owner_Title,Zoning_Classification,Tax_Lien_Flag,Number_of_Employees_Binned,Owner_Age_Binned,Company_Age_Binned,Annual_Revenue_Binned
PA-BUS-6323868,Inc.,Agriculture,754566,Active,Lititz,Lancaster,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-9061942,LLC,Retail Trade,146540,Active,Allentown,Lehigh,PA,CEO,Agricultural,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-3176618,LLC,Accounting & Tax,495197,Pending,Kutztown,Berks,PA,CEO,Agricultural,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-7968718,LLC,Technology & IT,386246,Active,Coatesville,Chester,PA,Principal,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-6459880,LP,Wholesale Trade,260475,Active,York,York,PA,Owner,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-7911210,LLC,Technology & IT,290618,Pending,Lancaster,Lancaster,PA,Director,Commercial,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-5862755,Inc.,Healthcare & Medical,370250,Active,Wilkes-Barre,Luzerne,PA,Owner,Commercial,No,Large (>=250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-3319875,PC,Cleaning & Maintenance,718842,Active,Wilkes-Barre,Luzerne,PA,Owner,Agricultural,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-6995577,LP,Wholesale Trade,304736,Active,Pittsburgh,Allegheny,PA,Managing Partner,Industrial,No,Large (>=250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-4335973,Sole Proprietorship,Transportation & Logistics,612296,Active,Scranton,Lackawanna,PA,CEO,Mixed-Use,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-1897639,Inc.,Legal Services,231870,Active,Norristown,Montgomery,PA,CEO,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-8238505,LLC,Technology & IT,509866,Pending,Pittsburgh,Allegheny,PA,Principal,Mixed-Use,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),500K-5M
PA-BUS-4248973,LLC,Financial Services,495651,Revoked,Pittsburgh,Allegheny,PA,President,Mixed-Use,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-2257435,LLC,Auto Services,274866,Active,Philadelphia,Philadelphia,PA,Owner,Commercial,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-6744356,Inc.,Insurance,446062,Active,Lititz,Lancaster,PA,Managing Partner,Mixed-Use,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),500K-5M
PA-BUS-9045874,LLC,Professional Services,222704,Pending,Bethlehem,Northampton,PA,Director,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-2634576,LLC,Professional Services,495144,Revoked,Lititz,Lancaster,PA,Managing Partner,Residential,No,Large (>=250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-2916056,LLC,Accounting & Tax,317211,Active,Erie,Erie,PA,President,Commercial,Yes,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-2324282,Inc.,Entertainment & Recreation,481502,Active,Coatesville,Chester,PA,Principal,Agricultural,Yes,Large (>=250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-4958617,Sole Proprietorship,Wholesale Trade,681407,Active,Media,Delaware,PA,Managing Partner,Agricultural,Yes,Small (<250),Young (<35),Mature Stage (20+ years),500K-5M
PA-BUS-3017928,LLC,Construction,545824,Active,Scranton,Lackawanna,PA,Managing Partner,Residential,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-8483778,LLC,Financial Services,126482,Active,Pittsburgh,Allegheny,PA,Managing Partner,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-9463380,LLC,Agriculture,724225,Active,Lititz,Lancaster,PA,President,Residential,No,Small (<250),Young (<35),Mature Stage (20+ years),500K-5M
PA-BUS-7271311,Corp.,Financial Services,570037,Revoked,York,York,PA,CEO,Commercial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-9467237,LLC,Construction,268854,Active,Doylestown,Bucks,PA,Principal,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-6939848,LLC,Personal Services,223316,Revoked,Harrisburg,Dauphin,PA,Managing Partner,Residential,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-2714793,PC,Entertainment & Recreation,515792,Active,Bethlehem,Northampton,PA,President,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),>5M
PA-BUS-8128881,Inc.,Healthcare & Medical,134236,Revoked,Scranton,Lackawanna,PA,Director,Agricultural,No,Large (>=250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-1367938,LLC,Cleaning & Maintenance,284726,Active,Philadelphia,Philadelphia,PA,President,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-1701806,Inc.,Food Service & Restaurant,684371,Revoked,Hanover,York,PA,Principal,Agricultural,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),500K-5M
PA-BUS-8387790,LLC,Construction,437862,Active,Lancaster,Lancaster,PA,CEO,Agricultural,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),500K-5M
PA-BUS-2037958,LP,Food Service & Restaurant,349209,Active,West Chester,Chester,PA,Owner,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-1787829,Sole Proprietorship,Healthcare & Medical,418675,Dissolved,Norristown,Montgomery,PA,President,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-9496348,Inc.,Food Service & Restaurant,749284,Active,Erie,Erie,PA,Managing Partner,Commercial,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-4037413,LLP,Technology & IT,584989,Revoked,Doylestown,Bucks,PA,CEO,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-9661579,Corp.,Wholesale Trade,526430,Active,Hanover,York,PA,Owner,Residential,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-6740329,Inc.,Retail Trade,350160,Active,Norristown,Montgomery,PA,President,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-7164406,LLC,Technology & IT,410171,Active,Scranton,Lackawanna,PA,CEO,Residential,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),500K-5M
PA-BUS-7367070,DBA,Agriculture,289070,Active,Philadelphia,Philadelphia,PA,CEO,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-9635270,DBA,Food Service & Restaurant,183591,Active,Bethlehem,Northampton,PA,CEO,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-1261214,Sole Proprietorship,Manufacturing,784072,Revoked,Reading,Berks,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-4901561,Corp.,Insurance,149308,Active,Pittsburgh,Allegheny,PA,Managing Partner,Commercial,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-9675181,LLC,Real Estate,650795,Active,Erie,Erie,PA,CEO,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-4176779,LLC,Transportation & Logistics,501884,Revoked,Pittsburgh,Allegheny,PA,President,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-4331212,PC,Transportation & Logistics,128832,Active,Erie,Erie,PA,Principal,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-2514920,DBA,Auto Services,346825,Active,Philadelphia,Philadelphia,PA,Managing Partner,Mixed-Use,Yes,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-1258815,LP,Legal Services,664710,Active,West Chester,Chester,PA,Owner,Industrial,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-8626119,Sole Proprietorship,Legal Services,772824,Revoked,Reading,Berks,PA,Director,Agricultural,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-2252054,LP,Auto Services,212373,Dissolved,Philadelphia,Philadelphia,PA,Managing Partner,Agricultural,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-7255358,DBA,Entertainment & Recreation,620829,Pending,Pittsburgh,Allegheny,PA,Managing Partner,Commercial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-9440595,Inc.,Retail Trade,281980,Revoked,Philadelphia,Philadelphia,PA,Owner,Agricultural,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),>5M
PA-BUS-2534558,Corp.,Accounting & Tax,232921,Active,Philadelphia,Philadelphia,PA,President,Agricultural,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-5302109,LLC,Entertainment & Recreation,796507,Pending,Pittsburgh,Allegheny,PA,CEO,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-3369793,LP,Healthcare & Medical,608276,Active,Kutztown,Berks,PA,Owner,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-7805368,LLC,Personal Services,397380,Active,Norristown,Montgomery,PA,Principal,Agricultural,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-5642259,Sole Proprietorship,Manufacturing,163665,Active,York,York,PA,Principal,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-7507886,LLC,Technology & IT,210467,Dissolved,Coatesville,Chester,PA,Principal,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-6995244,LLC,Technology & IT,173522,Dissolved,West Chester,Chester,PA,Principal,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-1470606,LLP,Technology & IT,352911,Dissolved,Philadelphia,Philadelphia,PA,Managing Partner,Commercial,Yes,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-3923638,Corp.,Auto Services,683048,Active,Harrisburg,Dauphin,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-9035984,LLC,Construction,636398,Active,Harrisburg,Dauphin,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-6253006,Inc.,Personal Services,378605,Pending,Harrisburg,Dauphin,PA,Owner,Industrial,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-9563707,Inc.,Technology & IT,376690,Dissolved,Pittsburgh,Allegheny,PA,Director,Industrial,Yes,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-8031000,Corp.,Retail Trade,298994,Pending,Lancaster,Lancaster,PA,CEO,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),>5M
PA-BUS-2132884,LLC,Agriculture,480808,Active,Coatesville,Chester,PA,Principal,Agricultural,No,Small (<250),Young (<35),Mature Stage (20+ years),500K-5M
PA-BUS-1745865,Inc.,Professional Services,163899,Dissolved,Hanover,York,PA,Director,Mixed-Use,No,Large (>=250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-5941654,Inc.,Wholesale Trade,673833,Active,Scranton,Lackawanna,PA,President,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-1850733,LLC,Legal Services,401563,Active,Harrisburg,Dauphin,PA,Director,Industrial,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-8381477,Corp.,Professional Services,590223,Active,Media,Delaware,PA,President,Residential,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-5628929,Corp.,Technology & IT,181239,Active,Allentown,Lehigh,PA,President,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-2014091,Inc.,Retail Trade,429034,Dissolved,Wilkes-Barre,Luzerne,PA,Managing Partner,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-5957964,Sole Proprietorship,Financial Services,265101,Dissolved,Bethlehem,Northampton,PA,Managing Partner,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-6684715,LLC,Healthcare & Medical,362162,Pending,Pittsburgh,Allegheny,PA,CEO,Industrial,No,Small (<250),Young (<35),Early Stage (<20 years),500K-5M
PA-BUS-5505739,Inc.,Transportation & Logistics,634747,Active,Pittsburgh,Allegheny,PA,Principal,Mixed-Use,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-6758906,LLC,Transportation & Logistics,410531,Active,Media,Delaware,PA,Director,Mixed-Use,Yes,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-5457623,Inc.,Education,301523,Dissolved,Wilkes-Barre,Luzerne,PA,CEO,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-3801999,LLC,Technology & IT,260100,Active,Harrisburg,Dauphin,PA,CEO,Commercial,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-7894129,LLC,Personal Services,469132,Pending,York,York,PA,Principal,Industrial,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-1765549,Corp.,Entertainment & Recreation,149243,Active,York,York,PA,Principal,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-7343187,LLC,Real Estate,763779,Active,Pittsburgh,Allegheny,PA,Managing Partner,Mixed-Use,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),500K-5M
PA-BUS-1023893,Inc.,Legal Services,412396,Dissolved,Scranton,Lackawanna,PA,CEO,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-1647170,Inc.,Accounting & Tax,214573,Active,Coatesville,Chester,PA,Director,Commercial,No,Large (>=250),Senior (55+),Early Stage (<20 years),>5M
PA-BUS-3376230,PC,Insurance,280335,Revoked,Pittsburgh,Allegheny,PA,Managing Partner,Agricultural,Yes,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-9918309,Sole Proprietorship,Auto Services,169224,Revoked,Levittown,Bucks,PA,Owner,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-7129975,LLC,Insurance,515982,Active,Pittsburgh,Allegheny,PA,CEO,Commercial,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-4548716,LP,Construction,730749,Active,Philadelphia,Philadelphia,PA,Owner,Mixed-Use,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-9925148,LLC,Technology & IT,705159,Pending,Pittsburgh,Allegheny,PA,President,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-4980082,Inc.,Legal Services,779474,Pending,Hanover,York,PA,Managing Partner,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-5744400,Corp.,Wholesale Trade,701500,Dissolved,Media,Delaware,PA,President,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-5310596,DBA,Agriculture,457796,Revoked,Philadelphia,Philadelphia,PA,Managing Partner,Commercial,Yes,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-8817371,Inc.,Wholesale Trade,119453,Pending,West Chester,Chester,PA,Director,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-2224634,Inc.,Transportation & Logistics,431295,Dissolved,Reading,Berks,PA,Managing Partner,Agricultural,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-9003202,LLP,Manufacturing,340251,Active,Wilkes-Barre,Luzerne,PA,Principal,Agricultural,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-8929208,LLC,Professional Services,725161,Active,Scranton,Lackawanna,PA,President,Industrial,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),>5M
PA-BUS-9871204,Inc.,Financial Services,734913,Active,King of Prussia,Montgomery,PA,Principal,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-1806278,Sole Proprietorship,Construction,325757,Dissolved,Bethlehem,Northampton,PA,Principal,Mixed-Use,No,Large (>=250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-3363377,LLC,Financial Services,707834,Active,Pittsburgh,Allegheny,PA,Managing Partner,Mixed-Use,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-4039595,PC,Construction,581349,Active,Pittsburgh,Allegheny,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-8655347,LLC,Retail Trade,494050,Active,Norristown,Montgomery,PA,President,Commercial,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-3211404,LP,Education,160043,Dissolved,Scranton,Lackawanna,PA,CEO,Industrial,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-5424313,DBA,Healthcare & Medical,163587,Revoked,Wilkes-Barre,Luzerne,PA,Managing Partner,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-4125710,LLC,Construction,215684,Dissolved,Kutztown,Berks,PA,Owner,Industrial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-2835292,Corp.,Insurance,629097,Active,Reading,Berks,PA,Principal,Commercial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-5863660,Inc.,Technology & IT,419839,Active,Lancaster,Lancaster,PA,Owner,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-3683655,LLC,Agriculture,737878,Revoked,Reading,Berks,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-2963364,LLC,Personal Services,185911,Revoked,York,York,PA,Director,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-9629731,LP,Auto Services,139492,Active,Philadelphia,Philadelphia,PA,Principal,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-8305474,LLC,Auto Services,680948,Active,Erie,Erie,PA,CEO,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-7504808,Inc.,Manufacturing,779897,Active,Philadelphia,Philadelphia,PA,CEO,Residential,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-9146974,LLC,Technology & IT,647016,Active,Scranton,Lackawanna,PA,Principal,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-1035751,LLC,Entertainment & Recreation,176528,Active,Philadelphia,Philadelphia,PA,President,Commercial,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-2047699,LLC,Professional Services,173648,Active,Kutztown,Berks,PA,CEO,Residential,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-2757494,LLP,Technology & IT,370980,Active,Pittsburgh,Allegheny,PA,Principal,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-9271307,LLC,Transportation & Logistics,515485,Active,Philadelphia,Philadelphia,PA,Principal,Commercial,No,Small (<250),Young (<35),Mature Stage (20+ years),>5M
PA-BUS-6014853,LLC,Insurance,478052,Active,Erie,Erie,PA,Managing Partner,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-1151539,LLC,Wholesale Trade,577031,Dissolved,Media,Delaware,PA,CEO,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-7805310,LP,Entertainment & Recreation,400306,Revoked,Philadelphia,Philadelphia,PA,Director,Commercial,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-6480563,LLC,Agriculture,290313,Active,Reading,Berks,PA,Director,Commercial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-6119085,Inc.,Insurance,810255,Active,Lancaster,Lancaster,PA,Director,Agricultural,No,Large (>=250),Senior (55+),Mature Stage (20+ years),500K-5M
PA-BUS-7499536,LLC,Transportation & Logistics,418116,Active,Erie,Erie,PA,Owner,Commercial,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-5959788,Inc.,Food Service & Restaurant,428845,Pending,York,York,PA,President,Mixed-Use,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-3095208,Inc.,Wholesale Trade,749680,Active,Lancaster,Lancaster,PA,Director,Commercial,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-3301496,Inc.,Legal Services,412543,Dissolved,Bethlehem,Northampton,PA,Managing Partner,Mixed-Use,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-3868387,Inc.,Technology & IT,300844,Active,Pittsburgh,Allegheny,PA,Owner,Agricultural,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-5517181,Inc.,Accounting & Tax,605635,Pending,Coatesville,Chester,PA,Director,Industrial,No,Small (<250),Young (<35),Early Stage (<20 years),<500K
PA-BUS-3093993,Corp.,Financial Services,666699,Active,Coatesville,Chester,PA,Director,Industrial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-6259001,DBA,Accounting & Tax,301467,Active,King of Prussia,Montgomery,PA,Director,Commercial,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),500K-5M
PA-BUS-3727728,LP,Accounting & Tax,732380,Active,West Chester,Chester,PA,CEO,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-3746863,Inc.,Auto Services,210934,Active,King of Prussia,Montgomery,PA,President,Commercial,No,Small (<250),Young (<35),Early Stage (<20 years),500K-5M
PA-BUS-4005640,Corp.,Wholesale Trade,261537,Pending,Reading,Berks,PA,Owner,Commercial,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-2758439,LLC,Insurance,198141,Dissolved,Erie,Erie,PA,Owner,Industrial,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-6295273,LLP,Professional Services,266096,Active,Norristown,Montgomery,PA,Director,Agricultural,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-8957610,Corp.,Education,433414,Dissolved,Norristown,Montgomery,PA,President,Industrial,No,Small (<250),Senior (55+),Early Stage (<20 years),<500K
PA-BUS-9324675,Inc.,Accounting & Tax,326740,Active,Pittsburgh,Allegheny,PA,CEO,Residential,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
PA-BUS-7473220,Corp.,Wholesale Trade,504927,Active,Philadelphia,Philadelphia,PA,Owner,Industrial,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),<500K
PA-BUS-9744956,LLC,Transportation & Logistics,197310,Pending,Coatesville,Chester,PA,CEO,Residential,No,Small (<250),Young (<35),Mature Stage (20+ years),<500K
PA-BUS-3394275,Corp.,Agriculture,621353,Active,Media,Delaware,PA,Owner,Residential,No,Small (<250),Senior (55+),Early Stage (<20 years),500K-5M
PA-BUS-9483505,Inc.,Accounting & Tax,673756,Active,Pittsburgh,Allegheny,PA,President,Mixed-Use,No,Small (<250),Middle-Aged (35-54),Early Stage (<20 years),<500K
PA-BUS-4407369,LLC,Transportation & Logistics,430995,Pending,Scranton,Lackawanna,PA,Principal,Industrial,No,Small (<250),Middle-Aged (35-54),Mature Stage (20+ years),500K-5M
PA-BUS-1389098,Inc.,Personal Services,306448,Active,Reading,Berks,PA,President,Agricultural,No,Small (<250),Senior (55+),Mature Stage (20+ years),<500K
